i,j,haversine
30,13,1550.04459396974
30,14,962.805506114668
30,15,1028.45013213347
30,16,1808.41777557531
30,17,1710.2402869906
30,18,1266.66181042683
30,19,1704.19652320449
30,20,1242.35464087463
30,21,2033.8469621939
30,22,1930.53797375267
30,23,1659.99397293143
30,24,1403.31955314019
30,25,1268.11305871442
30,26,1545.83966407296
30,27,1320.71480132242
30,28,2063.09627460619
30,29,1772.58421361131
30,30,1790.28803938317
31,1,2125.43079514311
31,2,3046.54644955014
31,3,2210.78513432346
31,4,2744.010702589
31,5,2736.24992088386
31,6,2810.87748976457
31,7,3019.02047777526
31,8,2400.61023120914
31,9,2011.70527992251
31,10,3158.54459569923
31,11,3139.51370080147
31,12,2857.44603581031
31,13,3127.58787503254
31,14,2499.07946738233
31,15,2676.6011268101
31,16,3322.03037015733
31,17,3333.1697377118
31,18,2809.46164763682
31,19,3302.66504224933
31,20,2729.22894512026
31,21,3556.37416802889
31,22,3499.61704396678
31,23,3276.42133892233
31,24,3009.9951613457
31,25,2899.92593384619
31,26,3152.41425094299
31,27,2943.41476954536
31,28,3581.67523483148
31,29,3391.17274115607
31,30,3436.56844575069
32,1,576.246780770257
32,2,2026.46973544662
32,3,1109.02905684381
32,4,1828.2600565259
32,5,1210.46606934521
32,6,1378.98023952242
32,7,1725.10677743799
32,8,877.628051842213
32,9,1048.3957951399
32,10,1676.43399161233
32,11,1910.56683553696
32,12,1865.85007882221
32,13,2026.92834671483
32,14,992.576883273281
32,15,1323.32025601048
32,16,1777.06682124523
32,17,1866.11848970576
32,18,1288.98593226362
32,19,1805.62030644269
32,20,1188.11470971091
32,21,2011.23440347355
32,22,1975.0577617183
32,23,2082.52416874529
32,24,1853.87668439277
32,25,1470.31472331281
32,26,1988.89710300754
32,27,1750.5451215352
32,28,2035.21075466314
32,29,1915.51776866273
32,30,2026.89038845599
33,1,1656.39245308363
33,2,2155.00625195971
33,3,2036.28036133933
33,4,2305.38655586986
33,5,1088.06174405238
33,6,1242.44459200608
33,7,1513.36032628024
33,8,1460.27032911392
33,9,2242.87942593587
33,10,895.67813853192
33,11,1675.28798752214
33,12,2179.23550915374
33,13,1989.04850762348
33,14,1335.28127323781
33,15,1480.53436536608
33,16,492.026201762184
33,17,882.9709749223
33,18,1033.28258810382
33,19,756.989719446641
33,20,1066.55397673647
33,21,293.460151480324
33,22,501.449738775816
33,23,1781.43694290126
33,24,1846.17142605103
33,25,1198.74192294238
33,26,1841.66159025427
33,27,1761.3092706224
33,28,261.414327590128
33,29,825.745933232161
33,30,1106.46807175116
34,1,1656.94640106907
34,2,130.01935254946
34,3,805.259597454689
34,4,215.578638981435
34,5,1438.88555950268
34,6,1048.53599527732
34,7,646.391141474259
34,8,2035.85765251666
34,9,936.68230464973
34,10,1283.56556027417
34,11,510.426276791814
34,12,60.8440185720026
34,13,262.295167082485
34,14,1359.0884696379
34,15,852.500345245979
34,16,1753.54045766937
34,17,1278.59709261657
34,18,1412.91696640953
34,19,1404.91299812013
34,20,1545.55010659064
34,21,1872.65736045338
34,22,1658.15542847632
34,23,504.860406031941
34,24,317.435834466442
34,25,1038.40839970636
34,26,379.562861627684
34,27,399.754576810954
34,28,1903.41232138569
34,29,1340.41970670528
34,30,1113.18743324937
35,1,1158.79938796726
35,2,1649.17546605628
35,3,823.582280551808
35,4,1358.05518300281
35,5,1592.74061426367
35,6,1531.052562603
35,7,1646.63756061788
35,8,1606.12002075311
35,9,612.269108472698
35,10,1907.34085337244
35,11,1746.92312806944
35,12,1461.06149123618
35,13,1725.08358150296
35,14,1347.13387532891
35,15,1350.0964375589
35,16,2189.03833773588
35,17,2055.2489315553
35,18,1646.8127362535
35,19,2063.43077490024
35,20,1629.0518993006
35,21,2411.77168761238
35,22,2298.58509213075
35,23,1877.07564505159
35,24,1609.41796728988
35,25,1611.3261418403
35,26,1751.34799846531
35,27,1547.99802186713
35,28,2441.51776632782
35,29,2120.04893972199
35,30,2106.04547059575
36,1,570.127226633513
36,2,1691.7091688992
36,3,1152.54451145669
36,4,1686.52349099464
36,5,204.384021004803
36,6,610.512013724086
36,7,1095.86820410956
36,8,539.678530175865
36,9,1309.92588082634
36,10,670.411146388762
36,11,1325.62205719846
36,12,1620.68353024434
36,13,1589.23485740392
36,14,326.924374732036
36,15,778.455094764231
36,16,633.013233775698
36,17,863.480465426459
36,18,266.031267927787
36,19,747.05117380963
36,20,98.0702470269376
36,21,866.570701680105
36,22,854.465677784645
36,23,1500.93565672392
36,24,1396.03568413325
36,25,662.03138401569
36,26,1476.66518774075
36,27,1276.68803741174
36,28,890.057016391471
36,29,889.213857112445
36,30,1110.3718616514
37,1,1421.39526885331
37,2,1528.7728640401
37,3,1524.59190063258
37,4,1695.70926390276
37,5,778.980270270279
37,6,731.459987982919
37,7,897.697455898758
37,8,1414.70161490264
37,9,1746.41411223937
37,10,351.251350090508
37,11,1047.67549189708
37,12,1562.56704996771
37,13,1360.78248688246
37,14,998.485914989507
37,15,946.683323108319
37,16,394.175489921057
37,17,261.403157407084
37,18,698.660549293298
37,19,194.537893711982
37,20,823.426354200635
37,21,367.209805271515
37,22,139.777798228021
37,23,1152.57464147337
37,24,1223.30084395592
37,25,661.077738628755
37,26,1213.10939735508
37,27,1145.02272170293
37,28,392.693821738846
37,29,198.520819535853
37,30,483.376134465493
38,1,1138.66204501677
38,2,1185.09826669568
38,3,428.28428823853
38,4,896.457557228506
38,5,1386.36527786013
38,6,1219.56778646653
38,7,1236.7938974405
38,8,1609.09556958561
38,9,201.754361422058
38,10,1599.13031414785
38,11,1309.89379993444
38,12,996.897309917234
38,13,1265.085853213
38,14,1161.84123552285
38,15,1004.13637661187
38,16,1949.57431758504
38,17,1720.55811045547
38,18,1421.66585592468
38,19,1757.55518848997
38,20,1449.7094221374
38,21,2155.50784208091
38,22,2010.39720959263
38,23,1428.4462126701
38,24,1159.39253039125
38,25,1286.97346644718
38,26,1299.54415887496
38,27,1108.46872752967
38,28,2186.86143779005
38,29,1788.42721688988
38,30,1727.30709315611
39,1,1097.76619075852
39,2,891.844964560821
39,3,166.983408668797
39,4,641.403457545482
39,5,1187.39868267977
39,6,951.396361775783
39,7,911.267945165178
39,8,1550.88110163737
39,9,172.885872290814
39,10,1322.61191447927
39,11,980.200953997752
39,12,709.934364540637
39,13,951.660167804192
39,14,993.115616837359
39,15,719.953460304878
39,16,1709.8474835123
39,17,1426.37768070984
39,18,1207.32776235366
39,19,1479.61834163505
39,20,1267.45361401689
39,21,1901.72068820066
39,22,1739.30224982894
39,23,1102.27634356267
39,24,833.859411918864
39,25,1007.61919481445
39,26,975.36162691672
39,27,778.962842432549
39,28,1933.6192876822
39,29,1495.11817243214
39,30,1411.00329855794
40,1,1635.85428753774
40,2,393.121291667416
40,3,706.449186199933
40,4,65.5366110785181
40,5,1528.66424432745
40,6,1169.8329080714
40,7,848.51840457239
40,8,2052.95367366099
40,9,774.457817647871
40,10,1458.1668922423
40,11,760.729178193162
40,12,225.57867946679
40,13,543.190322243367
40,14,1405.90666753387
40,15,944.649102306625
40,16,1917.13618522939
40,17,1482.91643404626
40,18,1517.04363003128
40,19,1593.38415907775
40,20,1629.75661386001
40,21,2058.80927710074
40,22,1854.33247159928
40,23,781.3492930413
40,24,561.033455369734
40,25,1180.23733866289
40,26,651.35225169542
40,27,606.211782163007
40,28,2090.3674124242
40,29,1548.32037394825
40,30,1349.61118906664
41,1,1357.44463820483
41,2,2985.9157373194
41,3,2069.81969626707
41,4,2787.6025759813
41,5,1963.1807422548
