id,latitud,longitud
54,-34.5897350420522,-58.3932888039902
55,-34.5903521718608,-58.4028701230887
56,-34.5760225186957,-58.4007754059533
57,-34.5884079633362,-58.4052721063641
58,-34.595113236635,-58.4108753963626
59,-34.579590605521,-58.3918029206916
60,-34.5869452581791,-58.3950951093223
61,-34.580708938187,-58.3957591060457
62,-34.5753923313145,-58.3960095787288
63,-34.5925268716267,-58.4059712806768
64,-34.5759752234169,-58.3889239540411
65,-34.5777754355753,-58.3827827311341
66,-34.59261329166,-58.3884277766464
67,-34.5871498796539,-58.3991465064698
68,-34.5971191408557,-58.4125092500119
69,-34.5864450060894,-58.3865309522807
70,-34.5943806306195,-58.3921700242423
71,-34.59241351079,-58.4049224409466
72,-34.5807901400838,-58.3917203284691
73,-34.5965733500078,-58.4129715990056
74,-34.5939362031636,-58.3956825061027
75,-34.5961411629855,-58.4112524959709
76,-34.5890528191702,-58.409528653985
77,-34.5931911879309,-58.3884778571093
78,-34.5900670069186,-58.392604329212
79,-34.579812456138,-58.3935293858293
80,-34.5868824711629,-58.4059389196352
81,-34.5986515363775,-58.387698989165
82,-34.5773419575693,-58.3902187805625
83,-34.5861346844616,-58.3974318131522
84,-34.5971858297802,-58.4130582556596
85,-34.5942116962654,-58.3908532530887
86,-34.5776192120797,-58.387461529586
87,-34.5987288827255,-58.3899360049235
88,-34.5844357420305,-58.3884258265753
89,-34.5854297419856,-58.3958222901142
90,-34.5954833315173,-58.3997483299039
91,-34.5954894065573,-58.3919988938782
92,-34.5872541296004,-58.4083517739436
93,-34.5786618348556,-58.3945900819887
94,-34.5908202195134,-58.3990103068169
95,-34.5877594377255,-58.3956700115256
96,-34.5891151058218,-58.397835528911
97,-34.5860947363398,-58.4066172501805
98,-34.588717019892,-58.3923241431113
99,-34.5856123723508,-58.404655293195
100,-34.5712949348307,-58.3837558082858
101,-34.5871918770887,-58.403605765672
102,-34.5879038182197,-58.3983470976761
103,-34.5933300559582,-58.4042123111894
104,-34.5857293274229,-58.398927726698
105,-34.5915601070681,-58.4099576385071
106,-34.5881893413106,-58.3854222574789
107,-34.5941667378308,-58.3979494239286
108,-34.5974420797776,-58.410426742124
109,-34.5735272170425,-58.3905662060445
110,-34.584735849366,-58.4053503535688
111,-34.5851006227375,-58.4023555670295
112,-34.5964217997279,-58.4059313962589
113,-34.5836771172816,-58.3874616064925
114,-34.5736102282117,-58.3944883468142
115,-34.5866665392111,-58.4013420711699
116,-34.5894035818934,-58.3904243661005
117,-34.5891295340719,-58.3983071577279
118,-34.5860773581191,-58.4079451245156
119,-34.5730858847249,-58.3999080743913
120,-34.5934754854215,-58.4043297253201
121,-34.5857740193869,-58.3996426919911
122,-34.5964226908313,-58.3974842089951
123,-34.5865769023843,-58.3881406844312
124,-34.5986931643244,-58.3992248863479
125,-34.5920133923043,-58.4029296480298
126,-34.5863661995406,-58.3915757223689
127,-34.5908746465809,-58.4068167384587
128,-34.5719790004716,-58.396218222203
129,-34.574049025042,-58.4021849657465
130,-34.5882719387134,-58.3952148773213
131,-34.5763874640191,-58.3924454353973
132,-34.5952570034501,-58.3950478108477
133,-34.5844694584099,-58.4020459204814
134,-34.5944181218752,-58.4092026155517
135,-34.5958236077675,-58.400450465756
136,-34.5878964050529,-58.4031954394342
137,-34.5835912872831,-58.3919486334442
138,-34.5736946861291,-58.3981041919812
139,-34.5806618958867,-58.3943973829941
140,-34.5940405464366,-58.4114163576084
141,-34.5851382803952,-58.3998032612388
142,-34.591811457602,-58.4108345651913
143,-34.5846715062733,-58.3881960852316
144,-34.5970455729811,-58.3908131877754
145,-34.5854348370367,-58.3872479208637
146,-34.5753336170129,-58.3977264057873
147,-34.5981903054913,-58.4003212439375
148,-34.5725889961897,-58.3868843988169
149,-34.5778997413705,-58.3959002383911
150,-34.5883600896768,-58.3898274105894
151,-34.5803769375572,-58.3953043775066
152,-34.5925499659701,-58.4025271746467
153,-34.5987510377727,-58.399204162417
154,-34.5950534897629,-58.3925766942626
155,-34.5927960025297,-58.3947533498195
156,-34.5917475946257,-58.3896034770352
157,-34.589178141968,-58.3913819713808
158,-34.5884571245488,-58.4055442578303
159,-34.5904564785104,-58.4000052391379
160,-34.5748726891486,-58.3979724027704
161,-34.5782683531492,-58.3961141272651
162,-34.587623610964,-58.3864118959529
163,-34.5720788831848,-58.3834158005489
164,-34.5741816477737,-58.3935086040849
165,-34.5971474498998,-58.3952924666503
166,-34.5916689451254,-58.3956824138107
167,-34.5861338494725,-58.4028682472924
168,-34.5975734539467,-58.4094876231226
169,-34.5769586889047,-58.3840725341115
170,-34.573525074674,-58.3975546068891
171,-34.5833954337139,-58.3950817353287
172,-34.5755012047752,-58.4000215908322
173,-34.5929528036283,-58.3944131345328
174,-34.5865843008602,-58.3920328450037
175,-34.5744647919494,-58.4012571170448
176,-34.5846574992599,-58.3880632561331
177,-34.5991931239286,-58.3897533402582
178,-34.5889386220856,-58.4031612850199
179,-34.5742689225547,-58.4007164327857
180,-34.575076793305,-58.3983186070564
181,-34.5929497164656,-58.3974481794561
182,-34.5942776298335,-58.4045648787304
183,-34.5735812494575,-58.3981620066549
184,-34.5736147621677,-58.3914247022571
185,-34.598732852021,-58.3916113485692
186,-34.5864377068267,-58.3866540160616
187,-34.5959800964312,-58.3963530830057
188,-34.5838132063954,-58.3893245067973
189,-34.587955926016,-58.4019002666895
190,-34.5973102717675,-58.4001585218599
191,-34.5915246232537,-58.4053718323571
192,-34.5935596651527,-58.3918237111812
193,-34.5773567106324,-58.395159613654
194,-34.5847351359308,-58.4024671212914
195,-34.5736441080714,-58.3941985235407
196,-34.5947674162749,-58.4127325927876
197,-34.5842425871513,-58.3871458411959
198,-34.5766314117947,-58.3921320914049
199,-34.5923957226373,-58.3916321057029
200,-34.5888991460287,-58.4027065760083
201,-34.599032125063,-58.3919883602628
202,-34.5794895840081,-58.3935641472949
203,-34.5880985971875,-58.3959234602681
204,-34.5932769734207,-58.3951445779541
205,-34.5830904408267,-58.39481763121
206,-34.5855703262074,-58.4021722391256
207,-34.5932298217269,-58.4052915104222
208,-34.5963557386284,-58.4049110106763
209,-34.588998251498,-58.3997884458212
210,-34.5847207213885,-58.3977712922013
211,-34.5770493262973,-58.3859884633347
212,-34.5763980091245,-58.3972108448692
213,-34.5927452337714,-58.3947112821
214,-34.5739329628729,-58.4007893496805
215,-34.590271184495,-58.4101026717484
216,-34.5722822958827,-58.3933619178496
217,-34.5984313406537,-58.4021293503731
218,-34.5852214712099,-58.4003180611899
219,-34.5935842971419,-58.3978321363191
220,-34.5919686221209,-58.3926808743364
221,-34.5764720949534,-58.384009954451
222,-34.5969307559674,-58.397313028967
223,-34.5847957617035,-58.4043124804546
224,-34.5956370467844,-58.4012652552765
225,-34.589715781305,-58.4050651166602
226,-34.5845108669115,-58.3926003821986
227,-34.5907023796976,-58.4010791058223
228,-34.5752976226532,-58.3988979183201
229,-34.5949423272066,-58.3992926877474
230,-34.5887640143841,-58.3987952479508
231,-34.5811463205069,-58.3975742812851
232,-34.5936250294798,-58.4090737749207
233,-34.5798597724961,-58.3921246862684
234,-34.5859704246514,-58.3930121287807
235,-34.5825094065361,-58.3919440261934
236,-34.5867634988353,-58.4035266545929
237,-34.5883298125382,-58.402928739983
238,-34.5841879040175,-58.3868152922048
239,-34.5768316118285,-58.3842476202351
240,-34.5978239487003,-58.4070680422824
241,-34.5955198020094,-58.4045002888283
242,-34.5751179955119,-58.3944260167026
243,-34.5968087861158,-58.4149955754587
244,-34.5758610129995,-58.3943787471797
245,-34.5938707454085,-58.3979498384865
246,-34.5856186972286,-58.4074097852211
247,-34.5861604490269,-58.3860478887489
248,-34.5880021210894,-58.3916957780453
249,-34.5936982332721,-58.3874766277379
250,-34.5973373214793,-58.3931068493077
251,-34.5969227552031,-58.3945769700274
252,-34.5974499103532,-58.3892244783104
253,-34.5762768875972,-58.3932703194525
254,-34.5737309178435,-58.384862695262
255,-34.5961613931661,-58.4105710602097
256,-34.5854947948849,-58.3912990831127
257,-34.5840512353247,-58.3887900565633
258,-34.5844056508722,-58.3993726609583
259,-34.5978676068837,-58.3901740428589
260,-34.5852965811066,-58.387852129573
261,-34.5849919702673,-58.3869394115582
262,-34.5846052420462,-58.3862106903192
263,-34.595057690469,-58.4060283729189
264,-34.5888239995977,-58.3898397121524
265,-34.5826364441859,-58.3930927735913
266,-34.5836554941733,-58.3972844223213
267,-34.5798268554285,-58.3925634180243
268,-34.5810560875442,-58.3974419363845
269,-34.5991691196289,-58.3870690489849
270,-34.5876246899212,-58.3940494592949
271,-34.5972295585708,-58.410889793555
272,-34.5881636463844,-58.3891690051682
273,-34.599034620776,-58.4004097437042
274,-34.5961685876658,-58.4123098141189
275,-34.5882877421833,-58.4000580306012
276,-34.5937126118545,-58.4073130908147
277,-34.5986153977556,-58.3935109951933
278,-34.5781194663846,-58.3843090554772
279,-34.5939838841328,-58.3980562952963
280,-34.5787227651582,-58.3922639794176
281,-34.5887386844109,-58.4035645994092
282,-34.5776946959927,-58.3968977167823
283,-34.5953686900606,-58.3895412659249
284,-34.5720545493278,-58.393519735348
285,-34.571302452456,-58.3852550290801
286,-34.5882040070756,-58.4067254896816
287,-34.5894720044022,-58.3989014132622
288,-34.5799566216501,-58.3964991418143
289,-34.5906422851117,-58.39034425367
290,-34.5850174861049,-58.4013455035147
291,-34.5746166912207,-58.3977033781815
292,-34.5934101202053,-58.3886273224193
293,-34.5840329190006,-58.3963536542792
294,-34.5938956279172,-58.4005049661064
295,-34.5960752918639,-58.4063973958353
296,-34.57222029248,-58.4005922077584
297,-34.5840012547303,-58.3998285504526
298,-34.5842517719237,-58.3914371884614
299,-34.5862759898758,-58.3890554899594
300,-34.5948845529677,-58.3997865755291
301,-34.5956350503684,-58.390829608364
302,-34.5735996678843,-58.3920570362431
303,-34.5872982105632,-58.3930693436373
304,-34.5722940496388,-58.3972649475368
305,-34.5825786621685,-58.3949052767457
306,-34.5933017021281,-58.3923095532153
307,-34.5966554555483,-58.4035597925867
308,-34.5948631811523,-58.3952107004868
309,-34.5771136147839,-58.3977471393683
310,-34.5944808128563,-58.4018827806382
311,-34.5971645768757,-58.4135982006697
312,-34.5854958371916,-58.406618931081
313,-34.5838441162365,-58.3922266563787
314,-34.5870065660311,-58.4066637678017
315,-34.5934226134117,-58.3975438721712
316,-34.5842325024976,-58.4029634545656
317,-34.5938395224103,-58.406500086853
318,-34.576280076213,-58.3939484616731
319,-34.5925563139365,-58.3968160180087
320,-34.595023652703,-58.3897553126214
321,-34.5898651767767,-58.3883915810339
322,-34.5779282430874,-58.3890092854549
323,-34.5964752756525,-58.3892220476187
324,-34.5904662641665,-58.4095650218793
325,-34.5949261840817,-58.3943675903052
326,-34.5862938501143,-58.3972620559653
327,-34.5968625828306,-58.3989045028766
328,-34.5904420257191,-58.4081814712777
329,-34.5932534486722,-58.3955981215972
330,-34.5838870440449,-58.3872083521817
331,-34.5945468300647,-58.4072051815465
332,-34.5944166919987,-58.4145281850371
333,-34.5888046344242,-58.3850077996997
334,-34.597502561025,-58.3994337383477
335,-34.5906190681921,-58.3993442024514
336,-34.5925171693662,-58.3913951181769
337,-34.599142009013,-58.397774895989
338,-34.5978848144379,-58.3990238297066
339,-34.5729133847678,-58.399617494878
340,-34.5942499962754,-58.3936602042824
341,-34.5978888848653,-58.4008510608364
342,-34.593063520742,-58.3879229323434
343,-34.5938251161708,-58.4027802736384
344,-34.5926032988664,-58.4098305731481
345,-34.5780416772424,-58.3873217966072
346,-34.582649389959,-58.3884410130599
347,-34.5920863261659,-58.4071647114004
348,-34.5966978956994,-58.4015671606147
349,-34.5769289991,-58.3847905670251
350,-34.5876366505707,-58.3878682180126
351,-34.5889418924544,-58.4036119793311
352,-34.5807894039216,-58.3968589569321
353,-34.5881660081036,-58.4091327647138
354,-34.5841604484305,-58.398217790732
355,-34.5966393109175,-58.3891892003356
356,-34.5771064885259,-58.3881630437092
357,-34.5730616448473,-58.3914166180101
358,-34.5966180436502,-58.3893964824405
359,-34.5918382401808,-58.3937107919245
360,-34.5930068031667,-58.4101925458726
361,-34.5889281853123,-58.4086371435186
362,-34.5913664838424,-58.4097337293233
363,-34.5733133575363,-58.395080207425
364,-34.5860963695156,-58.3969963641993
365,-34.5903314461163,-58.3889202066316
366,-34.5950230575075,-58.4088200752814
367,-34.5836689183392,-58.393924995159
368,-34.5733427066829,-58.4005890051748
369,-34.5913600818752,-58.4000202262489
370,-34.5922210024309,-58.3916834947123
371,-34.5776414482847,-58.3924016251663
372,-34.5720487586931,-58.3968760398928
373,-34.5899517386653,-58.4066610975423
374,-34.5852156257547,-58.3908756236264
375,-34.5845061113262,-58.3903729089387
376,-34.5874306896392,-58.4074818428805
377,-34.593695903648,-58.4027977972027
378,-34.5774195642419,-58.3844763912925
379,-34.5951347768497,-58.410006382178
380,-34.5872194041777,-58.3939935694569
381,-34.583660302909,-58.3918392011163
382,-34.5944347638359,-58.4044186883035
383,-34.5898714164502,-58.3873173408824
384,-34.5957586746337,-58.4036759681841
385,-34.575732855899,-58.4007638298973
386,-34.5713265080711,-58.3839416053179
387,-34.592152728137,-58.3953018647154
388,-34.5943863455562,-58.4077317750281
389,-34.5915835591002,-58.4106038002697
390,-34.5837613030073,-58.4046330726558
391,-34.5741672889807,-58.3919705795302
392,-34.5816923033811,-58.3955488730324
393,-34.5933102582847,-58.4093058781879
394,-34.5916117554769,-58.4084789186216
395,-34.5827161374971,-58.3988111173712
396,-34.5905277588743,-58.3942521225895
397,-34.5909497806419,-58.4078670754127
398,-34.5715569595577,-58.396822492376
399,-34.5732233575783,-58.3961436120154
400,-34.5950105324254,-58.4116580086866
401,-34.5973707908806,-58.4100851677625
402,-34.5938636533033,-58.3947031009587
403,-34.5731762070183,-58.3926434020783
404,-34.5974161937335,-58.3981486005195
405,-34.5944513946227,-58.4117920847302
406,-34.5719568601747,-58.3847560248155
407,-34.5892321332941,-58.3978324394941
408,-34.5832810573872,-58.3922301927182
409,-34.5926068691301,-58.408625980702
410,-34.5951590239435,-58.3893441843088
411,-34.5761337853161,-58.3863243037605
412,-34.5831562779841,-58.3907065154255
413,-34.5839656731791,-58.3894566768862
414,-34.5755866907249,-58.3938532066198
415,-34.5853668776349,-58.3901364577313
416,-34.5751329327909,-58.4003274970824
417,-34.5884280893173,-58.3998109195287
418,-34.5726077973778,-58.3936563920926
419,-34.5978226054942,-58.3928543861676
420,-34.5729781575856,-58.4000177606885
421,-34.5972180640233,-58.3972862472992
422,-34.587401758974,-58.3854065546141
423,-34.598281873333,-58.4021755108228
424,-34.5869099520752,-58.394541771262
425,-34.5896469199892,-58.407580344382
426,-34.5940942941469,-58.4077149367416
427,-34.5765259214031,-58.3874127791992
428,-34.5837049548024,-58.4016330344803
429,-34.5928315188036,-58.4028127984459
430,-34.5751850225949,-58.3983066769331
431,-34.5990805372611,-58.399878116301
432,-34.5817357260743,-58.3950717314196
433,-34.5922493878661,-58.3908192115436
434,-34.5774674981833,-58.3858206352932
435,-34.5952656818606,-58.3932902252746
436,-34.587266389763,-58.3942898514828
437,-34.5889082824928,-58.4039506934306
438,-34.5961593515043,-58.3960394619439
439,-34.5896082937553,-58.4098726613869
440,-34.5772443175294,-58.3978676127078
441,-34.5946005233303,-58.3988916165001
442,-34.5920007233315,-58.4011834698378
443,-34.5863251016452,-58.3957654668754
444,-34.5945302981979,-58.3876288641767
445,-34.5840400284058,-58.391489160773
446,-34.5723624335937,-58.397401123939
447,-34.5887052683122,-58.3990405986998
448,-34.586522111779,-58.4042434407217
449,-34.5874817033643,-58.3924009855385
450,-34.5971534202222,-58.4097372659448
451,-34.5757517337499,-58.399524848375
452,-34.5755074315417,-58.3952683746
453,-34.5887749292692,-58.4086898033561
454,-34.5943335008756,-58.3912823516492
455,-34.5980180975242,-58.3988405146574
456,-34.5775023164302,-58.3972432950219
457,-34.5909688271149,-58.3935626663836
458,-34.5733637025047,-58.3969956637806
459,-34.5829466988135,-58.3926961427306
460,-34.5725958341657,-58.3966677343602
461,-34.5914074285535,-58.3942735098928
462,-34.5839476900098,-58.3890617537407
463,-34.589453740378,-58.4053177995233
464,-34.5938636294273,-58.3989144385251
465,-34.5951432008414,-58.4113054093274
466,-34.5749543791924,-58.3953692801815
467,-34.5900944895209,-58.4013857476715
468,-34.5865042293404,-58.3926708229504
469,-34.594958522644,-58.4087433664543
470,-34.5745605113044,-58.3968363270327
471,-34.5852348500578,-58.3874320505316
472,-34.5786568683322,-58.3952592686706
473,-34.5871646660663,-58.3921123654367
474,-34.5938994635954,-58.4076764085437
475,-34.5958584470581,-58.4031663601416
476,-34.5987046117932,-58.4025605578792
477,-34.5721978993656,-58.3993851604957
478,-34.5955828092237,-58.3891767535219
479,-34.5777110762504,-58.3924415781743
480,-34.5778950304939,-58.3933271821179
481,-34.5921047377332,-58.4052275337822
482,-34.586533902876,-58.4051989163068
483,-34.5879955921812,-58.3895186577839
484,-34.5964738942,-58.3885425984769
485,-34.581343555697,-58.3921387453371
486,-34.5750646346222,-58.3909670381707
487,-34.5725726673947,-58.3945947563323
488,-34.594835273318,-58.3874871654735
489,-34.5957785458512,-58.3909641469881
490,-34.5730064168191,-58.3993874542778
491,-34.577176857543,-58.3835397971168
492,-34.5878543728532,-58.4016544033705
493,-34.5985241708854,-58.3871155291969
494,-34.5930875879773,-58.400881790203
495,-34.5770868863349,-58.3849000641114
496,-34.57295655806,-58.398553865795
497,-34.588890733183,-58.4089049741549
498,-34.5741802278961,-58.3892184351387
499,-34.5858985279706,-58.4075059055108
500,-34.5772027837609,-58.3864559398861
501,-34.5824854817892,-58.3909864698311
502,-34.58031828453,-58.3954983798121
503,-34.5742840612981,-58.4001826287548
504,-34.5943744668026,-58.3985590390448
505,-34.5961520974245,-58.4063756105745
506,-34.5823720321706,-58.3945785222856
507,-34.590335751202,-58.3970683347664
508,-34.588954478937,-58.4063268303825
509,-34.5956345969764,-58.3880456301858
510,-34.5973289524339,-58.4019966723686
511,-34.5935641757577,-58.410388049685
512,-34.5821126144611,-58.3987072061408
513,-34.5910379852698,-58.3918226527468
514,-34.5856057450139,-58.3987459897323
515,-34.587830852728,-58.401844764495
516,-34.5727420513783,-58.3865000426419
517,-34.5964119388673,-58.3938896375344
518,-34.5970569997513,-58.3962218434733
519,-34.5763844533927,-58.3847300283695
520,-34.591912002433,-58.3987848475173
521,-34.5819840191694,-58.3937106321342
522,-34.5801746479921,-58.3947115711913
523,-34.5782628462198,-58.3951858793976
524,-34.5886834378341,-58.3953648292355
525,-34.5851128476532,-58.3994892412077
526,-34.594723523466,-58.3875535212261
527,-34.5856630496394,-58.3902049740855
528,-34.5941551147725,-58.3997704941113
529,-34.5841039713504,-58.3946723096027
530,-34.5881948446528,-58.3852315761924
531,-34.5899730390762,-58.3969596527094
532,-34.5722789630001,-58.3837206425747
533,-34.5856954481218,-58.407662750194
534,-34.5941175688236,-58.4003471460189
535,-34.5938771386688,-58.4118869973937
536,-34.5849660381737,-58.3864127887404
537,-34.5731965987249,-58.385064184119
538,-34.5765914994394,-58.3969119152096
539,-34.5926876073838,-58.3916531756463
540,-34.5939769688696,-58.3928939802293
541,-34.5903718604386,-58.3976550786136
542,-34.585285922289,-58.3921289573486
543,-34.5906979655002,-58.3922917856409
544,-34.5844662716724,-58.386418622263
545,-34.5841779367304,-58.3936667297148
546,-34.5960554619446,-58.4028723135656
547,-34.5877077062667,-58.3862879798658
548,-34.5891922993662,-58.3931553554806
549,-34.5958819804918,-58.3988576832626
550,-34.5728209448838,-58.3993834816746
551,-34.5991689478815,-58.3936808369485
552,-34.5880792864078,-58.392748846656
553,-34.5936050863218,-58.396965105062
554,-34.5991323814811,-58.4004111089577
555,-34.5880732954337,-58.4079909981831
556,-34.5774020879907,-58.3954776826394
557,-34.5854887304151,-58.3884015527333
558,-34.5752582160428,-58.3988327964044
559,-34.5737858768037,-58.3977961674772
560,-34.5979895745424,-58.3870634472422
561,-34.583388764772,-58.3928409365958
562,-34.5970798861469,-58.389859849279
563,-34.5733465764705,-58.4000962092101
564,-34.5918564185341,-58.4022215039597
565,-34.597096595348,-58.4145290585272
566,-34.5830953709234,-58.3984384552527
567,-34.5844385992571,-58.3906781915192
568,-34.5873155090321,-58.3973555211985
569,-34.5886359143369,-58.407796974121
570,-34.5939074677679,-58.4034357535715
571,-34.5743785430666,-58.3990708434422
572,-34.5852706886862,-58.4054770720592
573,-34.5962118673155,-58.4106347787507
574,-34.5924123468099,-58.406446664508
575,-34.5753202573786,-58.3960662042849
576,-34.574357363191,-58.4007894808084
577,-34.5811212591875,-58.3920960425789
578,-34.5978558298185,-58.3923372159626
579,-34.5821546088966,-58.3905872008513
580,-34.5893495355297,-58.3939156028206
581,-34.5818795020314,-58.390240357033
582,-34.5860578569242,-58.4040805101952
583,-34.5719114858104,-58.3838956682461
584,-34.5959848317825,-58.4030885491105
585,-34.5970592283646,-58.4072977325384
586,-34.5743938952274,-58.3961974590113
587,-34.5977230672371,-58.397454028891
588,-34.5895305254484,-58.3927341061732
589,-34.5899678416026,-58.4061074302049
590,-34.5742670277819,-58.3903993708196
591,-34.5882687394601,-58.3922946235943
592,-34.5864751868431,-58.3860331405575
593,-34.5834563517439,-58.3979083753316
594,-34.5921451210915,-58.4042125551822
595,-34.5922160675726,-58.3956758126157
596,-34.5897736589421,-58.409276791873
597,-34.5959439565298,-58.3978196985843
598,-34.5903043633428,-58.4104183088155
599,-34.5737329559944,-58.3935286514995
600,-34.5848802953618,-58.3956962869666
601,-34.5851479176596,-58.3921198683574
602,-34.5838419188214,-58.393522162346
603,-34.5906061953218,-58.3955774998
604,-34.5913791918339,-58.4113255640103
605,-34.5982321419642,-58.3914520163029
606,-34.5912887199521,-58.4079447746763
607,-34.5946050816557,-58.4142454658964
608,-34.584490128561,-58.4042978738796
609,-34.5950626642966,-58.4073682993338
610,-34.5869728399119,-58.4070395965998
611,-34.5814864717183,-58.3959000511978
612,-34.5737899012832,-58.3999124113699
613,-34.5890685326498,-58.3930897973071
614,-34.5893334719315,-58.4097334629938
615,-34.5973230278948,-58.3952068720414
616,-34.5975995286339,-58.3887453302882
617,-34.5989609897992,-58.3937675482122
618,-34.5724720482881,-58.3870728678011
619,-34.5878423154953,-58.4022020091872
620,-34.5770797396742,-58.384093867966
621,-34.5910553861597,-58.4011344305458
622,-34.592515384018,-58.3987296844825
623,-34.5913331915653,-58.4018813796
624,-34.5727643316352,-58.3927979553928
625,-34.5971943758518,-58.3881868632646
626,-34.5769541610149,-58.3895654028377
627,-34.597305762021,-58.4148023138397
628,-34.5977161854781,-58.3877315232102
629,-34.5943502905619,-58.3934499983872
630,-34.5822722206384,-58.3947142995335
631,-34.5959686561952,-58.4134291132981
632,-34.5719968826896,-58.3959609067095
633,-34.5985131442428,-58.3950753625582
634,-34.5973694672462,-58.4099140617392
635,-34.5866166695274,-58.4067082536223
636,-34.5936305108931,-58.3922990566845
637,-34.5781107360068,-58.3917943052893
638,-34.5734761395381,-58.4014059847499
639,-34.5899985108583,-58.4038705699642
640,-34.5925747586807,-58.4106692430102
641,-34.5733666106199,-58.3846716138616
642,-34.5896751602019,-58.3955496792967
643,-34.5875744249415,-58.3903669277368
644,-34.5928558995588,-58.408673771679
645,-34.597254492025,-58.407931011893
646,-34.5888959556977,-58.4007924489722
647,-34.5830748138615,-58.3963561214811
648,-34.5903635446495,-58.3931727885055
649,-34.5949731462014,-58.3923818819988
650,-34.5961357685882,-58.4097537556894
651,-34.5776209274101,-58.3942968328512
652,-34.5886739213974,-58.4031228138298
653,-34.5743502478942,-58.3930294120044
654,-34.5950025414128,-58.4124925016681
655,-34.5780740224774,-58.3842702598354
656,-34.5912066606009,-58.3955250399135
657,-34.5992438786337,-58.4004142640528
658,-34.5939082188411,-58.4114996269714
659,-34.5864031284778,-58.4022542813567
660,-34.5920895305693,-58.3894188349882
661,-34.5723448292945,-58.3987470589514
662,-34.5899289315971,-58.3976854833531
663,-34.576013598679,-58.3973411937212
664,-34.5924036854391,-58.3925568196114
665,-34.5951236844476,-58.4049844228141
666,-34.5836696384571,-58.3991575446253
667,-34.590704562139,-58.3932092558595
668,-34.5746443468436,-58.3929105989107
669,-34.5773632842673,-58.3908052035969
670,-34.5724714758252,-58.3942427854423
671,-34.5870561625535,-58.4017355661891
672,-34.5880527501234,-58.3984639801789
673,-34.5835123259934,-58.3984231840512
674,-34.5781517357342,-58.3943672117589
675,-34.5926651870739,-58.412629318946
676,-34.5972007462655,-58.4122916376405
677,-34.5971978866199,-58.3996634164082
678,-34.571256610415,-58.3896805285616
679,-34.5740044155696,-58.3945219433594
680,-34.5928546330823,-58.3998353790043
681,-34.5719447783697,-58.3845173470598
682,-34.5715817159311,-58.3839962225231
683,-34.5722799273363,-58.3868719946564
684,-34.5800126840131,-58.3957489697444
685,-34.5928116758036,-58.4014241014722
686,-34.5923870648012,-58.4098652285879
687,-34.5787421479044,-58.3903407064586
688,-34.5886179706979,-58.3933299736548
689,-34.5975612201969,-58.410372584857
690,-34.5948452728753,-58.3902474215756
691,-34.5971721380562,-58.4108741392111
692,-34.5874045046351,-58.3921732587316
693,-34.5983498953111,-58.3935323664686
694,-34.5840849330547,-58.3946703768236
695,-34.5839043393571,-58.3869732681228
696,-34.5835117426985,-58.390385867256
697,-34.596236575402,-58.3900837106797
698,-34.5951168840661,-58.4106126667119
699,-34.5778937973949,-58.3886449136925
700,-34.5814147644057,-58.3964903806754
701,-34.598176930711,-58.3973321556701
702,-34.5848590149736,-58.4001431391579
703,-34.5917121596569,-58.4071324320226
704,-34.5819177556277,-58.3929684208787
705,-34.5896975853369,-58.3949907869752
